ano,barrio,titulo,id,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
2017,VILLA MARTELLI,Escuela Primaria Nº 7,322,Piso del gimnasio y reparar solado del patio. Provisión sillas para salón de actos,Laprida 3664,"-34.5474957,-58.5029321",927075,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,131,FINALIZADO
2017,VILLA MARTELLI,Fundación Camino,323,"Ampliar sector de panadería, cocina, reformar baños e instalación eléctrica para cocina",Laprida 4914,"-34.5543424,-58.5176315",1355910,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,517,FINALIZADO
2017,VILLA MARTELLI,Jardín de Infantes Nº 918,324,Colocar piso antigolpes y toldo en el patio,Moldes 4925,"-34.550854, -58.518124",140447,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,487,FINALIZADO
2017,VILLA MARTELLI,Mejoramiento de iluminación,325,Mejoramiento de iluminación,Vieytes y A Alvarez hasta Vieytes y Las Heras y en A Alsina al 3600,"-34.5461645,-58.5051672",100,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,72,FINALIZADO
2017,VILLA MARTELLI,ZOONOSIS,326,Adquisición de un ecógrafo,Bermúdez 3484,"-34.5113269,-58.5148345",258000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,294,FINALIZADO
2018,CARAPACHAY,Bomberos Voluntarios de Vicente López,327,Equipo para corte y rescate vehicular ,Antártida Argentina y José Ingenieros ,"-34.5229229,-58.5342684",1071419,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,800,FINALIZADO
2018,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,328,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.525804, -58.534711",385171,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,597,FINALIZADO
2018,CARAPACHAY,Campañas sobre buenos hábitos alimenticios,329,Realización de Talleres,Escuelas Primarias y Jardines Infantiles del Barrio,"-34.5080078,-58.4930684",180000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,98,FINALIZADO
2018,CARAPACHAY,"Ctro de Jubilados ""Unión Fraternal de Carapachay""",330,100 sillas plásticas apilables y reforzadas,Ramón Castro 5755,"-34.52687059,-58.5349341",69800,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,238,FINALIZADO
2018,CARAPACHAY,Escuela Primaria Nº 18,331,Puesta en valor del Salón de Actos,DRYSDALE 5751,"-34.5271689,-58.5359963",1059597,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,489,FINALIZADO
2018,CARAPACHAY,ESCUELA SECUNDARIA Nº 3,332,Remodelación en baños de alumnos,DRYSDALE 5635,"-34.5271689,-58.5359963",2418104,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,788,FINALIZADO
2018,CARAPACHAY,Junta Vecinal Manuel Belgrano,333,Obras varias de reparación del edificio,RAMÓN CASTRO 5175,"-34.52242559,-58.52858687",905170,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,209,FINALIZADO
2018,CARAPACHAY,Semáforos Peatonales,334,Semáforos Peatonales,Independencia e Ituzaingó,"-34.5309054,-58.5365882",100,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,217,FINALIZADO
2018,FLORIDA ESTE,Bomberos Voluntarios de Vicente López,335,Compresor de aire para equipos de respiración autónoma,AV MAIPU 1669,"-34.52238138,-58.48455087",1600000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,1717,FINALIZADO
2018,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,336,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.525394, -58.495883",214711,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,757,FINALIZADO
2018,FLORIDA ESTE,CLUB SOC Y DEP CASEROS,337,Reconstrucción del solado del gimnasio,CASEROS 241,"-34.536934, -58.479527",2917222,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,1360,FINALIZADO
2018,FLORIDA ESTE,Cruz Roja Argentina,338,Vehículo utilitario mediano con acoplado y equipamiento,R E DE SAN MARTIN 1411,"-34.5078112,-58.4971885",760000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,923,FINALIZADO
2018,FLORIDA ESTE,ESCUELA SECUNDARIA Nº 8,339,Arreglo de filtraciones y reparaciones en la instalación de gas,F.BEIRÓ 1220,"-34.5302396,-58.5521613",760000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,JÓVENES,1,847,EN EJECUCIÓN
2018,FLORIDA ESTE,Soc. de Fomento Aristóbulo del Valle,340,Instalación de un ascensor,AGUSTIN ALVAREZ 1538,"-34.53386507,-58.4790986",2569000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,1193,FINALIZADO
2018,FLORIDA ESTE,ZOONOSIS,341,Adquisición de equipo de anestesia inhalatoria,Bermúdez 3484,"-34.5113269,-58.5148345",134241,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,494,FINALIZADO
2018,FLORIDA OESTE,Biblioteca Popular Nora Bombelli,342,Equipos de aire acondicionado y reparación de la cubierta,FRANCIA 3569,"-34.5328568,-58.5136471",667009,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA PARA CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,768,FINALIZADO
2018,FLORIDA OESTE,Biblioteca Social Mariano Moreno (Soc. Fom Florida Sud),343,Reparación de cubierta y de un baño,BOLIVIA 1015,"-34.5420806,-58.509659",537314,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA PARA CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,225,FINALIZADO
2018,FLORIDA OESTE,"Ctro. de Jubilados ""Amor y Amistad""",344,"CTRO DE JUBILADOS ""AMOR Y AMISTAD"" - Obras varias en el ingreso al edificio",FRANCIA 4996,"-34.538517, -58.522775",399443,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,170,FINALIZADO
2018,FLORIDA OESTE,"ESC. PRIMARIA ""MANUEL DORREGO""",345,Construcción de 2 aulas y dependencias en la azotea,POSADAS 1115,"-34.5454007,-58.5194182",3339132.03,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,,EDUCACIÓN,NIÑOS,1,800,EN EJECUCIÓN
2018,FLORIDA OESTE,Escuela de Educación Técnica Nº 4,346,Refacción en cocina-comedor,SAN MARTIN 4650,"-34.54191294,-58.52044429",2579540,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,984,FINALIZADO
2018,FLORIDA OESTE,Jardín de Infantes Nº 912,347,Remodelación de batería de baños de alumnos de planta baja,ROCA 3962,"-34.54087854,-58.51162379",720000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,920,FINALIZADO
2018,FLORIDA OESTE,Jardín Maternal Municipal Nº 8,348,Obras varias,SANTA ROSA 4148,"-34.54284977,-58.51320582",1249560,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,569,FINALIZADO
2018,LA LUCILA,Bomberos Voluntarios de Vicente López,349,"Equipo para rescate en altura, equipos de iluminación y cámara térmica",AV MAIPU 1669,"-34.52238138,-58.48455087",608558,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,542,FINALIZADO
2018,LA LUCILA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,350,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.499803, -58.486098",144670,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,187,FINALIZADO
2018,LA LUCILA,Escuela Primaria Nº 16 “Marcelino Ugarte”,351,Remodelación de batería de baños de niñas y niños,Dr Tomás Anchorena 901,"-34.49955308,-58.49057007",1930031,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,339,FINALIZADO
2018,LA LUCILA,Parque Paseo Enamour,352,2º etapa: Reja de protección en la costa,BORGES 100,"-34.5085591,-58.4847213",248269,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,PLAZAS Y PASEOS,POBLACIÓN EN GENERAL,1,182,FINALIZADO
2018,LA LUCILA,Rampas en Esquinas,353,Rampas en Esquinas,Entre Av Libertador y vías del FFCC Mitre,"-34.5080438,-58.4846854",1721930,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,114,FINALIZADO
2018,MUNRO,Asociación Civil Peldaños,354,Ampliación del sector de elaboración de masa de modelar ,O Y FELIU 4664,"-34.53387747,-58.52146158",332556,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES Y ADULTOS CON DISCAPACIDAD,1,435,FINALIZADO
2018,MUNRO,Biblioteca Tecnológica Pública,355,Etapa nº 1: Biblioteca Tecnológica Pública,ALMAFUERTE 4680/82,"-34.5282556,-58.5258933",2199921,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA PARA CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,763,FINALIZADO
2018,MUNRO,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,356,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.518655, -58.530706",1077397,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,471,FINALIZADO
2018,MUNRO,Club Social y Deportivo Industrial de Munro,357,Retiro de árboles y cambiar vereda,MENDOZA 2563,"-34.53335725,-58.53360511",421459,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,373,FINALIZADO
2018,MUNRO,CLUB UNIÓN DE MUNRO,358,Refacción de baños y vestuarios y adaptarlos para personas con discapacidad,BELGRANO 2650,"-34.550402, -58.518547",4658685,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,573,FINALIZADO
2018,MUNRO,Ctro de Formación Profesional Nº 402 e ISFT Nº 220,359,Aire acondicionado para el Salón de Usos Múltiples del 1º piso,VIRREY LORETO 2564,"-34.53936029,-58.5372355",54230,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES Y ADULTOS,1,191,FINALIZADO
2018,MUNRO,Escuela Primaria Nº 19,360,Reparaciones en el frente y pintura externa,ARMENIA 2449,"-34.5300931,-58.5217481",404056,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,528,FINALIZADO
2018,MUNRO,Jardín de Infantes Municipal Nº 3,361,Aires acondicionados para el SUM y para 3 salas del 1º piso,JOSÉ HERNÁNDEZ 4527,"-34.52884952,-58.52314699",174000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,324,FINALIZADO
2018,MUNRO,"Jardín Maternal Municipal Nº 15 ""San Juan Macías""",362,Remodelar cambiadores de la sala de bebés,PANAMÁ 3948,"-34.51409125,-58.52617431",295800,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,416,FINALIZADO
2018,OLIVOS,Asociación Civil Hospice San Camilo ,363,Trabajos de pintura interior y refacciones en la enfermería,H DE LA QUINTANA 2125,"-34.5184112,-58.491255",355600,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,1130,FINALIZADO
2018,OLIVOS,Bomberos Voluntarios de Vicente López,364,Compra de 10 equipos de respiración autónoma para intervenir en incendios,AV MAIPU 1669,"-34.52238138,-58.48455087",1500000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,2832,FINALIZADO
2018,OLIVOS,Campaña sobre animales abandonados en la vía pública,365,Talleres en escuelas del barrio,Ubicación random dentro del barrio,"-34.515797, -58.495329",359800,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,495,FINALIZADO
2018,OLIVOS,CLUB DEFENSORES DE OLIVOS,366,"Construcción de un cerramiento, baño adaptado para personas con discapacidad y reparación del quincho",FELIX DE AMADOR 1942,"-34.5302396,-58.5521613",1964097,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,940,FINALIZADO
2018,OLIVOS,ESC DE EDUCACIÓN ESPECIAL Nº 502,367,Compra e instalación de 12 equipos de aire acondicionado frío-calor,PEDRO GOYENA 3264,"-34.5132885,-58.5073461",750000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES CON DISCAPACIDAD,1,915,FINALIZADO
2018,OLIVOS,Escuela de Educación Especial Nº 502,368,"Rampas, demarcación y señalética en el entorno de la Escuela de Educación Especial Nº 503",PEDRO GOYENA 3264,"-34.5132885,-58.5073461",550988,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,NIÑOS Y JÓVENES CON DISCAPACIDAD,1,742,FINALIZADO
2018,OLIVOS,Escuela Primaria Nº 2,369,"Obras en baños, reparación de instalación eléctrica y equipamiento",PELLIZA 1390,"-34.5078522,-58.4909719",1645035,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1468,FINALIZADO
2018,OLIVOS,Grupo de la Tercera Edad Asunción de la Virgen,370,Equipo de sonido portátil,UGARTE 2367,"-34.5178642,-58.4995177",5711,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,272,FINALIZADO
2018,OLIVOS,Grupo Scout Ntra Sra de la Paz,371,Nivelar el patio y reparar la vereda,AV MAIPU 3487,"-34.5037553,-58.4943154",921736,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,NIÑOS Y JÓVENES,1,1033,FINALIZADO
2018,OLIVOS,Jardín Maternal Municipal Nº 9,372,"Modificación de las puertas de las aulas, refacción del patio y construcción de una superficie semicubierta",PELLIZA 1411,"-34.5078498,-58.4915088",927409,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1222,FINALIZADO
2018,VICENTE LÓPEZ,Bomberos Voluntarios de Vicente López,373,Vehículo liviano de 1ª intervención (1000 lts de agua),AV MAIPU 1669,"-34.52238138,-58.48455087",2684000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,1274,FINALIZADO
2018,VICENTE LÓPEZ,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,374,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.525175, -58.476706",525480,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,580,FINALIZADO
2018,VICENTE LÓPEZ,Campaña educativa en higiene urbana y reciclado,375,Campaña educativa en higiene urbana y reciclado,Vial Costero ,"-34.523336, -58.473015",207480,AMBIENTE,AMBIENTE,AMBIENTE,HIGIENE URBANA,POBLACIÓN EN GENERAL,2,218,FINALIZADO
2018,VICENTE LÓPEZ,Centro de Adultos Mayores Activos,376,"Mesas, sillas y equipamiento",JUAN CARLOS CRUZ 150,"-34.5300742,-58.4675063",87684,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,208,FINALIZADO
2018,VICENTE LÓPEZ,Escuela Secundaria Nº 6,377,Remodelación de baños del 1º piso,AGUSTÍN ÁLVAREZ 1431,"-34.5330424,-58.4775113",1899890,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,887,FINALIZADO
2018,VICENTE LÓPEZ,Instituto Superior de Formación Docente Nº 39,378,Etapa 3 del Centro Cultural Jean Piaget,AGUSTIN ALVAREZ 1459,"-34.5330424,-58.4775113",1012200,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN EN GENERAL,1,995,FINALIZADO
2018,VILLA ADELINA,AVAPEA - Plaza Ader,379,"Etapa 2 del SUM: construcción de baños, iluminación y obras varias",SANTIAGO DEL ESTERO Y TRIUNVIRATO,"-34.530253, -58.549860",1407809,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,555,FINALIZADO
2018,VILLA ADELINA,Biblioteca Infantil Semilla de Cuentos,380,"Alero sobre el deck, juegos y libros y baño químico (Plaza José Ingenieros)",Marcos Sastre y José Ingenieros,"-34.53115891,-58.54298583",220000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,111,FINALIZADO
2018,VILLA ADELINA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,381,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.514259, -58.541811",445471,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,254,FINALIZADO
2018,VILLA ADELINA,ESC EDUCACIÓN TÉCNICA Nº 1,382,"Refacciones en aulas (cielorrasos y paredes), colocación de una válvula solenoide con temporizador para el corte de gas, colocación de un tablero con corte en el 2º piso.",Cerrito 3966,"-34.529122, -58.550004",2026635,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,805,FINALIZADO
2018,VILLA ADELINA,Jardín de Infantes Municipal Nº 7,383,"Equipos de sonido para el SUM y para las aulas, proyector y horno para cerámica ",CAJARAVILLE 4038,"-34.526165, -58.547966",106137,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,369,FINALIZADO
2018,VILLA ADELINA,Plaza Eduardo Ader,384,Reparación de veredas y corte de raíces sobre calle Sgo. del Estero,SANTIAGO DEL ESTERO Y TRIUNVIRATO,"-34.530253, -58.549860",200000,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,VEREDAS,POBLACIÓN EN GENERAL,1,249,FINALIZADO
2018,VILLA ADELINA,Polideportivo de Villa Adelina,385,Equipamiento para actividades deportivas y provisión de computadoras,ADER 4061,"-34.5247076,-58.5258069",118282,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,1,267,FINALIZADO
2018,VILLA MARTELLI,Bomberos Voluntarios de Vicente López,386,25 equipos estructurales para intervenir en incendios,Av de los Constituyentes 100,"-34.557976, -58.518981",978500,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,959,FINALIZADO
2018,VILLA MARTELLI,Asociación de Artistas Plásticos,387,Articulos varios para talleres y computadora,LAVALLE 3890,"-34.54586129,-58.50736677",165153,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA PARA CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,89,FINALIZADO
2018,VILLA MARTELLI,"Biblioteca Municipal ""Froilán González""",388,"Compra de mobiliario, luces de lectura y aire acondicionado",LAVALLE 3281,"-34.5421924,-58.4998055",179707,INFRAESTRUCTURA COMUNITARIA,OTROS,CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,446,FINALIZADO
2018,VILLA MARTELLI,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,389,Compra e instalación de cámaras,Ubicación random dentro del barrio,"-34.545329, -58.511402",872231,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,393,FINALIZADO
2018,VILLA MARTELLI,Campaña de concientización sobre el bullying,390,Talleres teatrales en escuelas del barrio,Escuelas Secundarias del Barrio,"34.5503756,-58.5207039",220000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS Y JÓVENES,2,506,FINALIZADO
2018,VILLA MARTELLI,Ctro de la Tercera Edad Unidos en Armonía,391,Instalación de una reja y cambio de una puerta,LAPRIDA 3477,"-34.54646532,-58.50093359",324038,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,177,FINALIZADO
2018,VILLA MARTELLI,Escuela Primaria nº 20,392,Piso antigolpes en el patio,BALCARCE 650,"-34.550402, -58.518547",127331,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,220,FINALIZADO
2018,VILLA MARTELLI,Escuela Primaria nº 7,393,Equipamiento para cocina y provisión de computadora,LAPRIDA 3664,"-34.5474957,-58.5029321",349633,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,191,FINALIZADO
2018,VILLA MARTELLI,Escuela Secundaria Nº 2,394,"Reparación de cubierta, mobiliario y puertas de aulas y de ingreso",DEPRATI y ZORRAQUIN,"-34.55201751,-58.50432247",1168035,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,482,FINALIZADO
2018,VILLA MARTELLI,Fundación Camino,395,Remodelación de baños y fachada,LAPRIDA 4914,"-34.5543424,-58.5176315",1070602,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,487,FINALIZADO
2018,VILLA MARTELLI,Jardín de Infantes Nº 918,396,"Mobiliario para biblioteca, aires acondicionados y equipo de audio",José Moldes 4945,"-34.5513042,-58.51886895",73900,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,325,FINALIZADO
2018,VILLA MARTELLI,Jardín Maternal Municipal Nº 1,397,Equipamiento tecnológico,MOLDES 4925,"-34.550854, -58.518124",145965,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,280,FINALIZADO
